Day of the Week,Start Time,End Time,Open Time,Close Time,Price Open,Price Close,Price High,Price Low,Volume Traded,Trade Count
Sunday,2022-06-05 23:00:00+00:00,2022-06-06T00:00:00.0000000Z,2022-06-05T23:46:51.8170000Z,2022-06-05T23:46:51.8170000Z,7.972e-05,7.976e-05,7.976e-05,7.972e-05,4586426.5962,2
Monday,2022-06-06 00:00:00+00:00,2022-06-06T01:00:00.0000000Z,2022-06-06T00:10:49.6710000Z,2022-06-06T00:30:01.6890000Z,7.976e-05,7.98e-05,7.984e-05,7.976e-05,5641822.4491,3
Monday,2022-06-06 02:00:00+00:00,2022-06-06T03:00:00.0000000Z,2022-06-06T02:22:14.4420000Z,2022-06-06T02:22:14.4420000Z,8.145e-05,8.145e-05,8.145e-05,8.145e-05,119244.1522,1
Monday,2022-06-06 05:00:00+00:00,2022-06-06T06:00:00.0000000Z,2022-06-06T05:09:49.8830000Z,2022-06-06T05:57:02.2240000Z,8.161e-05,8.128e-05,8.161e-05,8.128e-05,9289188.2075,4
Monday,2022-06-06 06:00:00+00:00,2022-06-06T07:00:00.0000000Z,2022-06-06T06:07:03.6010000Z,2022-06-06T06:07:03.6010000Z,8.12e-05,8.12e-05,8.12e-05,8.12e-05,439653.1,1
Monday,2022-06-06 07:00:00+00:00,2022-06-06T08:00:00.0000000Z,2022-06-06T07:21:34.2230000Z,2022-06-06T07:22:31.2450000Z,8.429e-05,8.5e-05,8.5e-05,8.429e-05,1171809.9244,2
Monday,2022-06-06 14:00:00+00:00,2022-06-06T15:00:00.0000000Z,2022-06-06T14:18:07.2540000Z,2022-06-06T14:19:58.9050000Z,8.353e-05,8.343e-05,8.353e-05,8.343e-05,1676505.3999,2
Monday,2022-06-06 17:00:00+00:00,2022-06-06T18:00:00.0000000Z,2022-06-06T17:24:15.8630000Z,2022-06-06T17:24:15.8630000Z,8.033e-05,8.033e-05,8.033e-05,8.033e-05,182819.3456,1
Monday,2022-06-06 19:00:00+00:00,2022-06-06T20:00:00.0000000Z,2022-06-06T19:21:13.5790000Z,2022-06-06T19:21:13.5790000Z,8.033e-05,8.033e-05,8.033e-05,8.033e-05,1011644.5537,1
Monday,2022-06-06 21:00:00+00:00,2022-06-06T22:00:00.0000000Z,2022-06-06T21:48:24.7540000Z,2022-06-06T21:48:24.7540000Z,8.075e-05,8.075e-05,8.075e-05,8.075e-05,15859.5665,1
Tuesday,2022-06-07 00:00:00+00:00,2022-06-07T01:00:00.0000000Z,2022-06-07T00:23:47.7740000Z,2022-06-07T00:54:44.0600000Z,8e-05,7.466e-05,8e-05,7.357e-05,65577751.4808,10
Tuesday,2022-06-07 01:00:00+00:00,2022-06-07T02:00:00.0000000Z,2022-06-07T01:48:45.4610000Z,2022-06-07T01:57:09.7370000Z,7.2e-05,7.222e-05,7.231e-05,7.039e-05,74184115.3462,8
Tuesday,2022-06-07 02:00:00+00:00,2022-06-07T03:00:00.0000000Z,2022-06-07T02:17:18.5920000Z,2022-06-07T02:47:54.1230000Z,7.137e-05,7.302e-05,7.302e-05,7.137e-05,36827050.8909,5
Tuesday,2022-06-07 03:00:00+00:00,2022-06-07T04:00:00.0000000Z,2022-06-07T03:00:35.1940000Z,2022-06-07T03:25:58.0940000Z,7.3e-05,7.5e-05,7.5e-05,7.3e-05,25310789.7643,4
Tuesday,2022-06-07 05:00:00+00:00,2022-06-07T06:00:00.0000000Z,2022-06-07T05:11:56.9220000Z,2022-06-07T05:11:56.9220000Z,7.107e-05,7.107e-05,7.107e-05,7.107e-05,99230.0,2
Tuesday,2022-06-07 07:00:00+00:00,2022-06-07T08:00:00.0000000Z,2022-06-07T07:05:26.5790000Z,2022-06-07T07:05:26.6630000Z,7.188e-05,7.224e-05,7.224e-05,7.188e-05,36064105.7643,3
Tuesday,2022-06-07 10:00:00+00:00,2022-06-07T11:00:00.0000000Z,2022-06-07T10:02:46.0260000Z,2022-06-07T10:02:46.0260000Z,7.241e-05,7.241e-05,7.241e-05,7.241e-05,3026745.0,3
Tuesday,2022-06-07 12:00:00+00:00,2022-06-07T13:00:00.0000000Z,2022-06-07T12:22:52.0870000Z,2022-06-07T12:23:11.0150000Z,7e-05,6.964e-05,7e-05,6.964e-05,3679281.808,3
Tuesday,2022-06-07 13:00:00+00:00,2022-06-07T14:00:00.0000000Z,2022-06-07T13:57:27.0930000Z,2022-06-07T13:57:29.1450000Z,7.204e-05,7.2e-05,7.227e-05,7.2e-05,12451441.928,3
Tuesday,2022-06-07 14:00:00+00:00,2022-06-07T15:00:00.0000000Z,2022-06-07T14:02:27.3670000Z,2022-06-07T14:20:30.9940000Z,7.176e-05,7.187e-05,7.187e-05,7.176e-05,4002103.9034,2
Tuesday,2022-06-07 16:00:00+00:00,2022-06-07T17:00:00.0000000Z,2022-06-07T16:05:32.5590000Z,2022-06-07T16:05:32.5590000Z,7.175e-05,7.175e-05,7.175e-05,7.175e-05,4526173.0113,1
Tuesday,2022-06-07 19:00:00+00:00,2022-06-07T20:00:00.0000000Z,2022-06-07T19:09:13.7050000Z,2022-06-07T19:56:01.8500000Z,7.143e-05,7.232e-05,7.232e-05,7.122e-05,55674145.6659,6
Tuesday,2022-06-07 21:00:00+00:00,2022-06-07T22:00:00.0000000Z,2022-06-07T21:47:14.8810000Z,2022-06-07T21:47:14.8810000Z,7.026e-05,7.026e-05,7.026e-05,7.026e-05,15821940.5799,3
Tuesday,2022-06-07 22:00:00+00:00,2022-06-07T23:00:00.0000000Z,2022-06-07T22:23:12.2140000Z,2022-06-07T22:50:15.2300000Z,7.055e-05,6.388e-05,7.055e-05,6.342e-05,308833995.639,25
Tuesday,2022-06-07 23:00:00+00:00,2022-06-08T00:00:00.0000000Z,2022-06-07T23:22:48.9240000Z,2022-06-07T23:36:40.8440000Z,6.434e-05,6.411e-05,6.442e-05,6.411e-05,32058304.8085,3
Wednesday,2022-06-08 00:00:00+00:00,2022-06-08T01:00:00.0000000Z,2022-06-08T00:04:56.0680000Z,2022-06-08T00:31:25.2430000Z,6e-05,6.196e-05,6.237e-05,5.94e-05,82250548.3972,9
Wednesday,2022-06-08 01:00:00+00:00,2022-06-08T02:00:00.0000000Z,2022-06-08T01:03:30.8340000Z,2022-06-08T01:56:32.7740000Z,6.031e-05,6.168e-05,6.168e-05,5.99e-05,135030959.1812,13
Wednesday,2022-06-08 02:00:00+00:00,2022-06-08T03:00:00.0000000Z,2022-06-08T02:07:39.3300000Z,2022-06-08T02:54:51.0770000Z,6.215e-05,6.079e-05,6.215e-05,6.079e-05,15341889.9331,5
Wednesday,2022-06-08 03:00:00+00:00,2022-06-08T04:00:00.0000000Z,2022-06-08T03:29:54.8130000Z,2022-06-08T03:48:38.7720000Z,5.942e-05,5.736e-05,5.942e-05,5.527e-05,243295016.4932,23
Wednesday,2022-06-08 04:00:00+00:00,2022-06-08T05:00:00.0000000Z,2022-06-08T04:01:01.0770000Z,2022-06-08T04:28:59.1790000Z,5.694e-05,5.759e-05,5.801e-05,5.694e-05,32619946.4412,3
Wednesday,2022-06-08 05:00:00+00:00,2022-06-08T06:00:00.0000000Z,2022-06-08T05:04:40.6020000Z,2022-06-08T05:59:09.6170000Z,5.665e-05,6.406e-05,6.411e-05,5.665e-05,65635450.7446,5
Wednesday,2022-06-08 06:00:00+00:00,2022-06-08T07:00:00.0000000Z,2022-06-08T06:01:59.7740000Z,2022-06-08T06:32:46.9910000Z,6.258e-05,6.135e-05,6.258e-05,6.115e-05,120625686.3954,14
Wednesday,2022-06-08 07:00:00+00:00,2022-06-08T08:00:00.0000000Z,2022-06-08T07:05:33.0350000Z,2022-06-08T07:38:01.4140000Z,6.022e-05,6.111e-05,6.111e-05,6.022e-05,12916827.401,3
Wednesday,2022-06-08 11:00:00+00:00,2022-06-08T12:00:00.0000000Z,2022-06-08T11:37:58.5550000Z,2022-06-08T11:37:58.5550000Z,6.188e-05,6.188e-05,6.188e-05,6.188e-05,848355.8535,1
Wednesday,2022-06-08 12:00:00+00:00,2022-06-08T13:00:00.0000000Z,2022-06-08T12:26:10.7040000Z,2022-06-08T12:35:07.1770000Z,5.918e-05,5.887e-05,5.918e-05,5.887e-05,9090788.6026,2
Wednesday,2022-06-08 13:00:00+00:00,2022-06-08T14:00:00.0000000Z,2022-06-08T13:06:59.6460000Z,2022-06-08T13:06:59.6460000Z,6.06e-05,6.06e-05,6.06e-05,6.06e-05,5470368.8273,1
Wednesday,2022-06-08 15:00:00+00:00,2022-06-08T16:00:00.0000000Z,2022-06-08T15:02:26.8480000Z,2022-06-08T15:02:26.8480000Z,5.915e-05,5.915e-05,5.915e-05,5.915e-05,5686926.7259,1
Wednesday,2022-06-08 17:00:00+00:00,2022-06-08T18:00:00.0000000Z,2022-06-08T17:27:12.5240000Z,2022-06-08T17:52:01.5640000Z,5.811e-05,5.762e-05,5.811e-05,5.672e-05,87550187.5379,12
Wednesday,2022-06-08 18:00:00+00:00,2022-06-08T19:00:00.0000000Z,2022-06-08T18:32:30.1990000Z,2022-06-08T18:33:16.4200000Z,5.433e-05,5.598e-05,5.62e-05,5.433e-05,37084752.6779,5
Wednesday,2022-06-08 20:00:00+00:00,2022-06-08T21:00:00.0000000Z,2022-06-08T20:39:31.4870000Z,2022-06-08T20:39:31.4870000Z,5.232e-05,5.232e-05,5.232e-05,5.232e-05,764525.9942,2
Wednesday,2022-06-08 21:00:00+00:00,2022-06-08T22:00:00.0000000Z,2022-06-08T21:02:43.0980000Z,2022-06-08T21:51:55.1320000Z,5.058e-05,5.065e-05,5.292e-05,5.053e-05,126182422.3457,6
Wednesday,2022-06-08 23:00:00+00:00,2022-06-09T00:00:00.0000000Z,2022-06-08T23:02:36.3120000Z,2022-06-08T23:45:31.7500000Z,5.041e-05,4.824e-05,5.047e-05,4.824e-05,71322612.5679,8
Thursday,2022-06-09 01:00:00+00:00,2022-06-09T02:00:00.0000000Z,2022-06-09T01:07:04.1750000Z,2022-06-09T01:53:11.4300000Z,5.051e-05,5.055e-05,5.337e-05,4.889e-05,855885993.3684,70
Thursday,2022-06-09 02:00:00+00:00,2022-06-09T03:00:00.0000000Z,2022-06-09T02:03:50.3130000Z,2022-06-09T02:57:59.1220000Z,5.064e-05,5.865e-05,6.181e-05,5.064e-05,542819487.2488,52
Thursday,2022-06-09 03:00:00+00:00,2022-06-09T04:00:00.0000000Z,2022-06-09T03:06:21.1840000Z,2022-06-09T03:59:59.0430000Z,6.189e-05,7.413e-05,8.598e-05,6.189e-05,2624325923.4053,242
Thursday,2022-06-09 04:00:00+00:00,2022-06-09T05:00:00.0000000Z,2022-06-09T04:00:38.9220000Z,2022-06-09T04:56:59.4690000Z,7.402e-05,6.712e-05,7.902e-05,6.712e-05,415160405.5181,50
Thursday,2022-06-09 05:00:00+00:00,2022-06-09T06:00:00.0000000Z,2022-06-09T05:01:26.8120000Z,2022-06-09T05:49:11.5730000Z,7.107e-05,7.264e-05,7.383e-05,7.048e-05,191932591.1043,11
Thursday,2022-06-09 06:00:00+00:00,2022-06-09T07:00:00.0000000Z,2022-06-09T06:25:54.8390000Z,2022-06-09T06:50:56.1100000Z,6.924e-05,7.032e-05,7.091e-05,6.854e-05,57596817.128,6
Thursday,2022-06-09 07:00:00+00:00,2022-06-09T08:00:00.0000000Z,2022-06-09T07:04:47.2920000Z,2022-06-09T07:42:48.5950000Z,7.254e-05,7.347e-05,7.347e-05,7.254e-05,7989160.0329,3
Thursday,2022-06-09 08:00:00+00:00,2022-06-09T09:00:00.0000000Z,2022-06-09T08:10:41.2590000Z,2022-06-09T08:10:41.2590000Z,7.215e-05,7.215e-05,7.215e-05,7.215e-05,4720507.7008,1
Thursday,2022-06-09 09:00:00+00:00,2022-06-09T10:00:00.0000000Z,2022-06-09T09:02:29.7190000Z,2022-06-09T09:55:07.8850000Z,7.112e-05,6.397e-05,7.112e-05,6.397e-05,67125742.8463,9
Thursday,2022-06-09 10:00:00+00:00,2022-06-09T11:00:00.0000000Z,2022-06-09T10:53:09.6680000Z,2022-06-09T10:53:09.6680000Z,6.736e-05,6.736e-05,6.736e-05,6.736e-05,4179988.2401,1
Thursday,2022-06-09 11:00:00+00:00,2022-06-09T12:00:00.0000000Z,2022-06-09T11:14:04.9820000Z,2022-06-09T11:57:41.5200000Z,6.573e-05,6.528e-05,6.595e-05,6.412e-05,84794619.4266,9
Thursday,2022-06-09 12:00:00+00:00,2022-06-09T13:00:00.0000000Z,2022-06-09T12:17:11.2220000Z,2022-06-09T12:48:09.7590000Z,6.361e-05,6.278e-05,6.361e-05,6.166e-05,28592043.2243,5
Thursday,2022-06-09 13:00:00+00:00,2022-06-09T14:00:00.0000000Z,2022-06-09T13:03:45.1460000Z,2022-06-09T13:35:24.9080000Z,6.358e-05,6.319e-05,6.429e-05,6.319e-05,32245602.9639,8
Thursday,2022-06-09 14:00:00+00:00,2022-06-09T15:00:00.0000000Z,2022-06-09T14:04:37.4610000Z,2022-06-09T14:51:45.5840000Z,6.458e-05,6.981e-05,7.584e-05,6.368e-05,545120451.2661,63
Thursday,2022-06-09 15:00:00+00:00,2022-06-09T16:00:00.0000000Z,2022-06-09T15:00:13.8220000Z,2022-06-09T15:57:11.6980000Z,7.069e-05,7.323e-05,8.127e-05,7.069e-05,243312605.5226,32
Thursday,2022-06-09 16:00:00+00:00,2022-06-09T17:00:00.0000000Z,2022-06-09T16:08:03.4320000Z,2022-06-09T16:46:22.8170000Z,6.993e-05,7.027e-05,7.031e-05,6.985e-05,37280183.6791,8
Thursday,2022-06-09 17:00:00+00:00,2022-06-09T18:00:00.0000000Z,2022-06-09T17:09:31.8460000Z,2022-06-09T17:51:09.9310000Z,7.168e-05,7.422e-05,7.422e-05,7.053e-05,58198693.257,12
Thursday,2022-06-09 18:00:00+00:00,2022-06-09T19:00:00.0000000Z,2022-06-09T18:01:04.1390000Z,2022-06-09T18:45:58.5090000Z,7.374e-05,7.269e-05,7.374e-05,7.226e-05,14784008.0485,5
Thursday,2022-06-09 19:00:00+00:00,2022-06-09T20:00:00.0000000Z,2022-06-09T19:16:40.0740000Z,2022-06-09T19:59:21.4710000Z,7.256e-05,7.871e-05,7.871e-05,7.256e-05,44152002.9211,4
Thursday,2022-06-09 20:00:00+00:00,2022-06-09T21:00:00.0000000Z,2022-06-09T20:00:36.3740000Z,2022-06-09T20:59:51.0770000Z,7.669e-05,8.216e-05,8.469e-05,7.669e-05,420081093.5181,43
Thursday,2022-06-09 21:00:00+00:00,2022-06-09T22:00:00.0000000Z,2022-06-09T21:01:03.8230000Z,2022-06-09T21:58:00.0950000Z,8.42e-05,7.995e-05,8.434e-05,7.695e-05,336361574.5507,46
Thursday,2022-06-09 22:00:00+00:00,2022-06-09T23:00:00.0000000Z,2022-06-09T22:03:02.8390000Z,2022-06-09T22:48:25.8930000Z,8.014e-05,7.872e-05,8.129e-05,7.818e-05,99399482.7642,12
Thursday,2022-06-09 23:00:00+00:00,2022-06-10T00:00:00.0000000Z,2022-06-09T23:09:24.7820000Z,2022-06-09T23:58:52.1020000Z,7.504e-05,7.491e-05,7.661e-05,7.471e-05,181490602.5495,14
Friday,2022-06-10 00:00:00+00:00,2022-06-10T01:00:00.0000000Z,2022-06-10T00:00:49.3620000Z,2022-06-10T00:42:16.3100000Z,7.584e-05,8.1e-05,8.129e-05,7.584e-05,102765974.1495,28
Friday,2022-06-10 01:00:00+00:00,2022-06-10T02:00:00.0000000Z,2022-06-10T01:05:38.6370000Z,2022-06-10T01:55:07.5630000Z,8.008e-05,7.985e-05,8.008e-05,7.935e-05,45645962.1859,9
Friday,2022-06-10 02:00:00+00:00,2022-06-10T03:00:00.0000000Z,2022-06-10T02:00:53.9410000Z,2022-06-10T02:03:16.8130000Z,8.008e-05,8.242e-05,8.242e-05,8.008e-05,8852168.02,2
Friday,2022-06-10 03:00:00+00:00,2022-06-10T04:00:00.0000000Z,2022-06-10T03:14:25.5870000Z,2022-06-10T03:34:37.3140000Z,7.8e-05,7.662e-05,7.8e-05,7.53e-05,162564162.3044,13
Friday,2022-06-10 04:00:00+00:00,2022-06-10T05:00:00.0000000Z,2022-06-10T04:10:42.6780000Z,2022-06-10T04:10:42.6780000Z,7.374e-05,7.374e-05,7.374e-05,7.374e-05,3055956.1354,1
Friday,2022-06-10 05:00:00+00:00,2022-06-10T06:00:00.0000000Z,2022-06-10T05:40:48.2710000Z,2022-06-10T05:58:30.5350000Z,7.366e-05,7.393e-05,7.44e-05,7.366e-05,14310389.5317,3
Friday,2022-06-10 06:00:00+00:00,2022-06-10T07:00:00.0000000Z,2022-06-10T06:25:20.8910000Z,2022-06-10T06:52:02.4010000Z,7.521e-05,7.581e-05,7.581e-05,7.521e-05,6575195.2372,2
Friday,2022-06-10 08:00:00+00:00,2022-06-10T09:00:00.0000000Z,2022-06-10T08:00:24.3570000Z,2022-06-10T08:36:47.4310000Z,7.592e-05,7.449e-05,7.592e-05,7.449e-05,20911600.5382,2
Friday,2022-06-10 10:00:00+00:00,2022-06-10T11:00:00.0000000Z,2022-06-10T10:26:55.5890000Z,2022-06-10T10:56:49.2800000Z,7.377e-05,7.25e-05,7.377e-05,7.239e-05,52204209.5311,5
Friday,2022-06-10 11:00:00+00:00,2022-06-10T12:00:00.0000000Z,2022-06-10T11:24:21.7180000Z,2022-06-10T11:24:22.8370000Z,7.479e-05,7.479e-05,7.479e-05,7.479e-05,38513619.8023,2
Friday,2022-06-10 12:00:00+00:00,2022-06-10T13:00:00.0000000Z,2022-06-10T12:25:49.5830000Z,2022-06-10T12:25:49.5830000Z,7.663e-05,7.663e-05,7.663e-05,7.663e-05,24209546.4308,1
Friday,2022-06-10 13:00:00+00:00,2022-06-10T14:00:00.0000000Z,2022-06-10T13:01:56.6180000Z,2022-06-10T13:59:49.9900000Z,7.286e-05,7.107e-05,7.286e-05,6.86e-05,136211241.183,22
Friday,2022-06-10 14:00:00+00:00,2022-06-10T15:00:00.0000000Z,2022-06-10T14:05:41.0840000Z,2022-06-10T14:54:06.8250000Z,6.993e-05,7.247e-05,7.247e-05,6.993e-05,39114807.1011,4
Friday,2022-06-10 15:00:00+00:00,2022-06-10T16:00:00.0000000Z,2022-06-10T15:01:19.7510000Z,2022-06-10T15:26:26.5870000Z,7.145e-05,6.984e-05,7.145e-05,6.984e-05,990516.5327,3
Friday,2022-06-10 16:00:00+00:00,2022-06-10T17:00:00.0000000Z,2022-06-10T16:29:23.8850000Z,2022-06-10T16:41:34.3890000Z,6.882e-05,6.758e-05,6.882e-05,6.751e-05,34091771.4221,4
Friday,2022-06-10 17:00:00+00:00,2022-06-10T18:00:00.0000000Z,2022-06-10T17:25:04.6370000Z,2022-06-10T17:44:11.5710000Z,6.996e-05,7.083e-05,7.083e-05,6.996e-05,935319.9709,3
Friday,2022-06-10 20:00:00+00:00,2022-06-10T21:00:00.0000000Z,2022-06-10T20:59:30.6380000Z,2022-06-10T20:59:30.6380000Z,7.217e-05,7.217e-05,7.217e-05,7.217e-05,1385617.2924,2
Friday,2022-06-10 23:00:00+00:00,2022-06-11T00:00:00.0000000Z,2022-06-10T23:00:12.3490000Z,2022-06-10T23:00:12.3490000Z,7.213e-05,7.213e-05,7.213e-05,7.213e-05,100000.0,1
Saturday,2022-06-11 01:00:00+00:00,2022-06-11T02:00:00.0000000Z,2022-06-11T01:00:51.8980000Z,2022-06-11T01:00:51.8980000Z,7.164e-05,7.164e-05,7.164e-05,7.164e-05,3489670.575,1
Saturday,2022-06-11 02:00:00+00:00,2022-06-11T03:00:00.0000000Z,2022-06-11T02:14:13.0120000Z,2022-06-11T02:14:13.0120000Z,7.29e-05,7.29e-05,7.29e-05,7.29e-05,212340.0807,1
Saturday,2022-06-11 11:00:00+00:00,2022-06-11T12:00:00.0000000Z,2022-06-11T11:21:31.6840000Z,2022-06-11T11:37:25.5260000Z,6.9e-05,6.733e-05,6.9e-05,6.733e-05,66836706.0394,5
Saturday,2022-06-11 13:00:00+00:00,2022-06-11T14:00:00.0000000Z,2022-06-11T13:06:50.3410000Z,2022-06-11T13:23:01.0770000Z,6.61e-05,6.707e-05,6.761e-05,6.61e-05,25674964.5569,7
Saturday,2022-06-11 15:00:00+00:00,2022-06-11T16:00:00.0000000Z,2022-06-11T15:25:34.6220000Z,2022-06-11T15:25:34.6220000Z,6.674e-05,6.674e-05,6.674e-05,6.674e-05,25441086.0662,1
Saturday,2022-06-11 16:00:00+00:00,2022-06-11T17:00:00.0000000Z,2022-06-11T16:10:25.7770000Z,2022-06-11T16:10:25.7770000Z,6.749e-05,6.749e-05,6.749e-05,6.749e-05,500000.0,1
Saturday,2022-06-11 17:00:00+00:00,2022-06-11T18:00:00.0000000Z,2022-06-11T17:30:21.9450000Z,2022-06-11T17:32:39.6800000Z,6.772e-05,6.762e-05,6.772e-05,6.762e-05,3398519.7419,2
Saturday,2022-06-11 19:00:00+00:00,2022-06-11T20:00:00.0000000Z,2022-06-11T19:22:57.5700000Z,2022-06-11T19:26:00.1790000Z,7.089e-05,7.177e-05,7.209e-05,7.089e-05,15768624.98,6
Saturday,2022-06-11 22:00:00+00:00,2022-06-11T23:00:00.0000000Z,2022-06-11T22:11:00.8020000Z,2022-06-11T22:11:00.8020000Z,7.099e-05,7.099e-05,7.099e-05,7.099e-05,502000.0,1
Saturday,2022-06-11 23:00:00+00:00,2022-06-12T00:00:00.0000000Z,2022-06-11T23:13:44.6740000Z,2022-06-11T23:19:08.2200000Z,6.996e-05,6.915e-05,6.996e-05,6.884e-05,23182699.7389,5
Sunday,2022-06-12 00:00:00+00:00,2022-06-12T01:00:00.0000000Z,2022-06-12T00:46:33.5910000Z,2022-06-12T00:46:33.5910000Z,6.916e-05,6.916e-05,6.916e-05,6.916e-05,2708728.9684,1
Sunday,2022-06-12 01:00:00+00:00,2022-06-12T02:00:00.0000000Z,2022-06-12T01:51:39.2360000Z,2022-06-12T01:51:39.2360000Z,8.299e-05,8.299e-05,8.299e-05,8.299e-05,1204964.4535,1
Sunday,2022-06-12 02:00:00+00:00,2022-06-12T03:00:00.0000000Z,2022-06-12T02:08:07.3190000Z,2022-06-12T02:31:11.7770000Z,6.751e-05,6.604e-05,6.751e-05,6.604e-05,5305700.673,2
Sunday,2022-06-12 03:00:00+00:00,2022-06-12T04:00:00.0000000Z,2022-06-12T03:00:06.1670000Z,2022-06-12T03:32:02.9570000Z,6.571e-05,6.667e-05,6.67e-05,6.567e-05,20460052.35,7
Sunday,2022-06-12 04:00:00+00:00,2022-06-12T05:00:00.0000000Z,2022-06-12T04:36:50.3610000Z,2022-06-12T04:36:50.3610000Z,6.608e-05,6.608e-05,6.608e-05,6.608e-05,2399880.0059,1
Sunday,2022-06-12 05:00:00+00:00,2022-06-12T06:00:00.0000000Z,2022-06-12T05:11:25.9770000Z,2022-06-12T05:11:25.9770000Z,6.595e-05,6.595e-05,6.595e-05,6.595e-05,363440.0,1
Sunday,2022-06-12 13:00:00+00:00,2022-06-12T14:00:00.0000000Z,2022-06-12T13:09:33.0690000Z,2022-06-12T13:19:11.7450000Z,7.048e-05,7.124e-05,7.131e-05,7.048e-05,171949757.9724,16
Sunday,2022-06-12 15:00:00+00:00,2022-06-12T16:00:00.0000000Z,2022-06-12T15:24:01.4580000Z,2022-06-12T15:24:01.4580000Z,7.264e-05,7.264e-05,7.264e-05,7.264e-05,769401.4553,1
Sunday,2022-06-12 18:00:00+00:00,2022-06-12T19:00:00.0000000Z,2022-06-12T18:36:37.6210000Z,2022-06-12T18:36:37.6210000Z,7.166e-05,7.166e-05,7.166e-05,7.166e-05,27825.5697,1
Sunday,2022-06-12 23:00:00+00:00,2022-06-13T00:00:00.0000000Z,2022-06-12T23:25:20.2930000Z,2022-06-12T23:43:27.9840000Z,7.166e-05,6.857e-05,7.166e-05,6.846e-05,12407929.8699,5
Monday,2022-06-13 00:00:00+00:00,2022-06-13T01:00:00.0000000Z,2022-06-13T00:01:42.2010000Z,2022-06-13T00:40:13.2470000Z,6.934e-05,6.934e-05,6.934e-05,6.934e-05,421041.9902,2
Monday,2022-06-13 02:00:00+00:00,2022-06-13T03:00:00.0000000Z,2022-06-13T02:45:46.1850000Z,2022-06-13T02:50:42.7300000Z,7.062e-05,6.976e-05,7.062e-05,6.976e-05,7137406.2207,2
Monday,2022-06-13 03:00:00+00:00,2022-06-13T04:00:00.0000000Z,2022-06-13T03:02:15.4540000Z,2022-06-13T03:48:50.6560000Z,6.848e-05,6.941e-05,6.941e-05,6.848e-05,23138908.739,3
Monday,2022-06-13 05:00:00+00:00,2022-06-13T06:00:00.0000000Z,2022-06-13T05:04:48.2180000Z,2022-06-13T05:04:50.7860000Z,6.912e-05,6.912e-05,6.912e-05,6.912e-05,11380365.2459,4
Monday,2022-06-13 08:00:00+00:00,2022-06-13T09:00:00.0000000Z,2022-06-13T08:02:49.3410000Z,2022-06-13T08:46:45.9890000Z,6.7e-05,6.251e-05,6.7e-05,5.906e-05,433512355.5725,29
Monday,2022-06-13 09:00:00+00:00,2022-06-13T10:00:00.0000000Z,2022-06-13T09:02:10.6530000Z,2022-06-13T09:45:58.6990000Z,5.933e-05,5.719e-05,6.041e-05,5.619e-05,164613583.4809,15
Monday,2022-06-13 11:00:00+00:00,2022-06-13T12:00:00.0000000Z,2022-06-13T11:02:08.8810000Z,2022-06-13T11:02:08.8810000Z,6.007e-05,6.007e-05,6.007e-05,6.007e-05,931996.5304,1
Monday,2022-06-13 12:00:00+00:00,2022-06-13T13:00:00.0000000Z,2022-06-13T12:13:02.9780000Z,2022-06-13T12:27:55.7990000Z,6.007e-05,6.094e-05,6.094e-05,6.007e-05,8767884.1303,3
Monday,2022-06-13 13:00:00+00:00,2022-06-13T14:00:00.0000000Z,2022-06-13T13:39:00.1340000Z,2022-06-13T13:39:00.1340000Z,5.994e-05,5.994e-05,5.994e-05,5.994e-05,40667.5905,1
Monday,2022-06-13 15:00:00+00:00,2022-06-13T16:00:00.0000000Z,2022-06-13T15:08:13.6140000Z,2022-06-13T15:43:18.5390000Z,5.975e-05,6.349e-05,6.426e-05,5.975e-05,72457635.093,7
Monday,2022-06-13 16:00:00+00:00,2022-06-13T17:00:00.0000000Z,2022-06-13T16:15:04.5610000Z,2022-06-13T16:15:04.5610000Z,6.393e-05,6.393e-05,6.393e-05,6.393e-05,1998029.2,2
Monday,2022-06-13 19:00:00+00:00,2022-06-13T20:00:00.0000000Z,2022-06-13T19:02:53.8540000Z,2022-06-13T19:02:53.8540000Z,6.312e-05,6.312e-05,6.312e-05,6.312e-05,703350.5394,3
Monday,2022-06-13 20:00:00+00:00,2022-06-13T21:00:00.0000000Z,2022-06-13T20:57:43.5650000Z,2022-06-13T20:57:45.3080000Z,6.242e-05,6.237e-05,6.242e-05,6.233e-05,33814077.9877,4
Monday,2022-06-13 21:00:00+00:00,2022-06-13T22:00:00.0000000Z,2022-06-13T21:01:20.5400000Z,2022-06-13T21:01:38.3920000Z,6.186e-05,6.119e-05,6.186e-05,6.117e-05,48638324.671,4
Monday,2022-06-13 22:00:00+00:00,2022-06-13T23:00:00.0000000Z,2022-06-13T22:36:50.1070000Z,2022-06-13T22:36:50.1070000Z,6.119e-05,6.119e-05,6.119e-05,6.119e-05,609377.0,1
Monday,2022-06-13 23:00:00+00:00,2022-06-14T00:00:00.0000000Z,2022-06-13T23:20:51.9600000Z,2022-06-13T23:20:51.9600000Z,5.968e-05,5.968e-05,5.968e-05,5.968e-05,6045792.332,2
Tuesday,2022-06-14 02:00:00+00:00,2022-06-14T03:00:00.0000000Z,2022-06-14T02:10:24.2590000Z,2022-06-14T02:28:37.5810000Z,5.717e-05,5.603e-05,5.717e-05,5.603e-05,7320613.109,2
